Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Nouveaux Bilans Alimentaire","89","Guatemala","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","61.36","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","90","Guinée","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2746","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","90","Guinée","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","57.4","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","90","Guinée","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","68.73","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","175","Guinée-Bissau","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2229","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","175","Guinée-Bissau","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","43.27","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","175","Guinée-Bissau","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","61.35","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","91","Guyana","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2913","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","91","Guyana","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","86.51","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","91","Guyana","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","64.23","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","93","Haïti","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2121","Fc","Donnée calculée"
